Configuration,Repeat3,Repeat4,0,1,2,3
16x2,0,0,72,48
20x2,0,0,130,60
24x2,0,0,204,72
28x2,0,0,294,84
32x2,0,0,400,96
36x2,0,0,522,108
40x2,0,0,660,120
44x2,0,0,814,132
48x2,0,0,984,144
52x2,0,0,1170,156
56x2,0,0,1372,168
60x2,0,0,1590,180
64x2,0,0,1824,192
68x2,0,0,2074,204
72x2,0,0,2340,216
76x2,0,0,2622,228
80x2,0,0,2920,240
84x2,0,0,3234,252
88x2,0,0,3564,264
92x2,0,0,3910,276
96x2,0,0,4272,288
100x2,0,0,4650,300
104x2,0,0,5044,312
108x2,0,0,5454,324
112x2,0,0,5880,336
116x2,0,0,6322,348
120x2,0,0,6780,360
124x2,0,0,7254,372
128x2,0,0,7744,384
132x2,0,0,8250,396
136x2,0,0,8772,408
140x2,0,0,9310,420
144x2,0,0,9864,432
148x2,0,0,10434,444
152x2,0,0,11020,456
156x2,0,0,11622,468
160x2,0,0,12240,480
164x2,0,0,12874,492
168x2,0,0,13524,504
172x2,0,0,14190,516
16x3,0,0,48,72
20x3,0,0,100,90
24x3,0,0,168,108
28x3,0,0,252,126
32x3,0,0,352,144
36x3,0,0,468,162
40x3,0,0,600,180
44x3,0,0,748,198
48x3,0,0,912,216
52x3,0,0,1092,234
56x3,0,0,1288,252
60x3,0,0,1500,270
64x3,0,0,1728,288
68x3,0,0,1972,306
72x3,0,0,2232,324
76x3,0,0,2508,342
80x3,0,0,2800,360
84x3,0,0,3108,378
88x3,0,0,3432,396
92x3,0,0,3772,414
96x3,0,0,4128,432
100x3,0,0,4500,450
104x3,0,0,4888,468
108x3,0,0,5292,486
112x3,0,0,5712,504
116x3,0,0,6148,522
120x3,0,0,6600,540
124x3,0,0,7068,558
128x3,0,0,7552,576
132x3,0,0,8052,594
136x3,0,0,8568,612
140x3,0,0,9100,630
144x3,0,0,9648,648
148x3,0,0,10212,666
152x3,0,0,10792,684
156x3,0,0,11388,702
160x3,0,0,12000,720
164x3,0,0,12628,738
168x3,0,0,13272,756
172x3,0,0,13932,774
16x4,0,0,24,96
20x4,0,0,70,120
24x4,0,0,132,144
28x4,0,0,210,168
32x4,0,0,304,192
36x4,0,0,414,216
40x4,0,0,540,240
44x4,0,0,682,264
48x4,0,0,840,288
52x4,0,0,1014,312
56x4,0,0,1204,336
60x4,0,0,1410,360
64x4,0,0,1632,384
68x4,0,0,1870,408
72x4,0,0,2124,432
76x4,0,0,2394,456
80x4,0,0,2680,480
84x4,0,0,2982,504
88x4,0,0,3300,528
92x4,0,0,3634,552
96x4,0,0,3984,576
100x4,0,0,4350,600
104x4,0,0,4732,624
108x4,0,0,5130,648
112x4,0,0,5544,672
116x4,0,0,5974,696
120x4,0,0,6420,720
124x4,0,0,6882,744
128x4,0,0,7360,768
132x4,0,0,7854,792
136x4,0,0,8364,816
140x4,0,0,8890,840
144x4,0,0,9432,864
148x4,0,0,9990,888
152x4,0,0,10564,912
156x4,0,0,11154,936
160x4,0,0,11760,960
164x4,0,0,12382,984
168x4,0,0,13020,1008
172x4,0,0,13674,1032
16x5,0,0,0,120
20x5,0,0,40,150
24x5,0,0,96,180
28x5,0,0,168,210
32x5,0,0,256,240
36x5,0,0,360,270
40x5,0,0,480,300
44x5,0,0,616,330
48x5,0,0,768,360
52x5,0,0,936,390
56x5,0,0,1120,420
60x5,0,0,1320,450
64x5,0,0,1536,480
68x5,0,0,1768,510
72x5,0,0,2016,540
76x5,0,0,2280,570
80x5,0,0,2560,600
84x5,0,0,2856,630
88x5,0,0,3168,660
92x5,0,0,3496,690
96x5,0,0,3840,720
100x5,0,0,4200,750
104x5,0,0,4576,780
108x5,0,0,4968,810
112x5,0,0,5376,840
116x5,0,0,5800,870
120x5,0,0,6240,900
124x5,0,0,6696,930
128x5,0,0,7168,960
132x5,0,0,7656,990
136x5,0,0,8160,1020
140x5,0,0,8680,1050
144x5,0,0,9216,1080
148x5,0,0,9768,1110
152x5,0,0,10336,1140
156x5,0,0,10920,1170
160x5,0,0,11520,1200
164x5,0,0,12136,1230
168x5,0,0,12768,1260
172x5,0,0,13416,1290
16x6,0,0,0,96,24
20x6,0,0,32,136,22
24x6,0,0,60,216
28x6,0,0,126,252
32x6,0,0,208,288
36x6,0,0,306,324
40x6,0,0,420,360
44x6,0,0,550,396
48x6,0,0,696,432
52x6,0,0,858,468
56x6,0,0,1036,504
60x6,0,0,1230,540
64x6,0,0,1440,576
68x6,0,0,1666,612
72x6,0,0,1908,648
76x6,0,0,2166,684
80x6,0,0,2440,720
84x6,0,0,2730,756
88x6,0,0,3036,792
92x6,0,0,3358,828
96x6,0,0,3696,864
100x6,0,0,4050,900
104x6,0,0,4420,936
108x6,0,0,4806,972
112x6,0,0,5208,1008
116x6,0,0,5626,1044
120x6,0,0,6060,1080
124x6,0,0,6510,1116
128x6,0,0,6976,1152
132x6,0,0,7458,1188
136x6,0,0,7956,1224
140x6,0,0,8470,1260
144x6,0,0,9000,1296
148x6,0,0,9546,1332
152x6,0,0,10108,1368
156x6,0,0,10686,1404
160x6,0,0,11280,1440
164x6,0,0,11890,1476
168x6,0,0,12516,1512
172x6,0,0,13158,1548
16x7,0,0,0,72,48
20x7,0,0,21,128,41
24x7,0,0,24,252
28x7,0,0,84,294
32x7,0,0,160,336
36x7,0,0,252,378
40x7,0,0,360,420
44x7,0,0,484,462
48x7,0,0,624,504
52x7,0,0,780,546
56x7,0,0,952,588
60x7,0,0,1140,630
64x7,0,0,1344,672
68x7,0,0,1564,714
72x7,0,0,1800,756
76x7,0,0,2052,798
80x7,0,0,2320,840
84x7,0,0,2604,882
88x7,0,0,2904,924
92x7,0,0,3220,966
96x7,0,0,3552,1008
100x7,0,0,3900,1050
104x7,0,0,4264,1092
108x7,0,0,4644,1134
112x7,0,0,5040,1176
116x7,0,0,5452,1218
120x7,0,0,5880,1260
124x7,0,0,6324,1302
128x7,0,0,6784,1344
132x7,0,0,7260,1386
136x7,0,0,7752,1428
140x7,0,0,8260,1470
144x7,0,0,8784,1512
148x7,0,0,9324,1554
152x7,0,0,9880,1596
156x7,0,0,10452,1638
160x7,0,0,11040,1680
164x7,0,0,11644,1722
168x7,0,0,12264,1764
172x7,0,0,12900,1806
16x8,0,0,0,48,72
20x8,0,0,17,106,67
24x8,0,0,21,222,33
28x8,0,0,42,336
32x8,0,0,112,384
36x8,0,0,198,432
40x8,0,0,300,480
44x8,0,0,418,528
48x8,0,0,552,576
52x8,0,0,702,624
56x8,0,0,868,672
60x8,0,0,1050,720
64x8,0,0,1248,768
68x8,0,0,1462,816
72x8,0,0,1692,864
76x8,0,0,1938,912
80x8,0,0,2200,960
84x8,0,0,2478,1008
88x8,0,0,2772,1056
92x8,0,0,3082,1104
96x8,0,0,3408,1152
100x8,0,0,3750,1200
104x8,0,0,4108,1248
108x8,0,0,4482,1296
112x8,0,0,4872,1344
116x8,0,0,5278,1392
120x8,0,0,5700,1440
124x8,0,0,6138,1488
128x8,0,0,6592,1536
132x8,0,0,7062,1584
136x8,0,0,7548,1632
140x8,0,0,8050,1680
144x8,0,0,8568,1728
148x8,0,0,9102,1776
152x8,0,0,9652,1824
156x8,0,0,10218,1872
160x8,0,0,10800,1920
164x8,0,0,11398,1968
168x8,0,0,12012,2016
172x8,0,0,12642,2064
16x9,0,0,0,24,96
20x9,0,0,9,92,89
24x9,0,0,19,190,67
28x9,0,0,0,378
32x9,0,0,64,432
36x9,0,0,144,486
40x9,0,0,240,540
44x9,0,0,352,594
48x9,0,0,480,648
52x9,0,0,624,702
56x9,0,0,784,756
60x9,0,0,960,810
64x9,0,0,1152,864
68x9,0,0,1360,918
72x9,0,0,1584,972
76x9,0,0,1824,1026
80x9,0,0,2080,1080
84x9,0,0,2352,1134
88x9,0,0,2640,1188
92x9,0,0,2944,1242
96x9,0,0,3264,1296
100x9,0,0,3600,1350
104x9,0,0,3952,1404
108x9,0,0,4320,1458
112x9,0,0,4704,1512
116x9,0,0,5104,1566
120x9,0,0,5520,1620
124x9,0,0,5952,1674
128x9,0,0,6400,1728
132x9,0,0,6864,1782
136x9,0,0,7344,1836
140x9,0,0,7840,1890
144x9,0,0,8352,1944
148x9,0,0,8880,1998
152x9,0,0,9424,2052
156x9,0,0,9984,2106
160x9,0,0,10560,2160
164x9,0,0,11152,2214
168x9,0,0,11760,2268
172x9,0,0,12384,2322
16x10,0,0,0,0,120
20x10,0,0,4,72,114
24x10,0,0,17,158,101
28x10,0,0,0,336,42
32x10,0,0,16,480
36x10,0,0,90,540
40x10,0,0,180,600
44x10,0,0,286,660
48x10,0,0,408,720
52x10,0,0,546,780
56x10,0,0,700,840
60x10,0,0,870,900
64x10,0,0,1056,960
68x10,0,0,1258,1020
72x10,0,0,1476,1080
76x10,0,0,1710,1140
80x10,0,0,1960,1200
84x10,0,0,2226,1260
88x10,0,0,2508,1320
92x10,0,0,2806,1380
96x10,0,0,3120,1440
100x10,0,0,3450,1500
104x10,0,0,3796,1560
108x10,0,0,4158,1620
112x10,0,0,4536,1680
116x10,0,0,4930,1740
120x10,0,0,5340,1800
124x10,0,0,5766,1860
128x10,0,0,6208,1920
132x10,0,0,6666,1980
136x10,0,0,7140,2040
140x10,0,0,7630,2100
144x10,0,0,8136,2160
148x10,0,0,8658,2220
152x10,0,0,9196,2280
156x10,0,0,9750,2340
160x10,0,0,10320,2400
164x10,0,0,10906,2460
168x10,0,0,11508,2520
172x10,0,0,12126,2580
36x11,0,0,36,594
40x11,0,0,120,660
44x11,0,0,220,726
48x11,0,0,336,792
52x11,0,0,468,858
56x11,0,0,616,924
60x11,0,0,780,990
64x11,0,0,960,1056
68x11,0,0,1156,1122
72x11,0,0,1368,1188
76x11,0,0,1596,1254
80x11,0,0,1840,1320
84x11,0,0,2100,1386
88x11,0,0,2376,1452
92x11,0,0,2668,1518
96x11,0,0,2976,1584
100x11,0,0,3300,1650
104x11,0,0,3640,1716
108x11,0,0,3996,1782
112x11,0,0,4368,1848
116x11,0,0,4756,1914
120x11,0,0,5160,1980
124x11,0,0,5580,2046
128x11,0,0,6016,2112
132x11,0,0,6468,2178
136x11,0,0,6936,2244
140x11,0,0,7420,2310
144x11,0,0,7920,2376
148x11,0,0,8436,2442
152x11,0,0,8968,2508
156x11,0,0,9516,2574
160x11,0,0,10080,2640
164x11,0,0,10660,2706
168x11,0,0,11256,2772
172x11,0,0,11868,2838
40x12,0,0,60,720
44x12,0,0,154,792
48x12,0,0,264,864
52x12,0,0,390,936
56x12,0,0,532,1008
60x12,0,0,690,1080
64x12,0,0,864,1152
68x12,0,0,1054,1224
72x12,0,0,1260,1296
76x12,0,0,1482,1368
80x12,0,0,1720,1440
84x12,0,0,1974,1512
88x12,0,0,2244,1584
92x12,0,0,2530,1656
96x12,0,0,2832,1728
100x12,0,0,3150,1800
104x12,0,0,3484,1872
108x12,0,0,3834,1944
112x12,0,0,4200,2016
116x12,0,0,4582,2088
120x12,0,0,4980,2160
124x12,0,0,5394,2232
128x12,0,0,5824,2304
132x12,0,0,6270,2376
136x12,0,0,6732,2448
140x12,0,0,7210,2520
144x12,0,0,7704,2592
148x12,0,0,8214,2664
152x12,0,0,8740,2736
156x12,0,0,9282,2808
160x12,0,0,9840,2880
164x12,0,0,10414,2952
168x12,0,0,11004,3024
172x12,0,0,11610,3096
40x13,0,0,0,780
44x13,0,0,88,858
48x13,0,0,192,936
52x13,0,0,312,1014
56x13,0,0,448,1092
60x13,0,0,600,1170
64x13,0,0,768,1248
68x13,0,0,952,1326
72x13,0,0,1152,1404
76x13,0,0,1368,1482
80x13,0,0,1600,1560
84x13,0,0,1848,1638
88x13,0,0,2112,1716
92x13,0,0,2392,1794
96x13,0,0,2688,1872
100x13,0,0,3000,1950
104x13,0,0,3328,2028
108x13,0,0,3672,2106
112x13,0,0,4032,2184
116x13,0,0,4408,2262
120x13,0,0,4800,2340
124x13,0,0,5208,2418
128x13,0,0,5632,2496
132x13,0,0,6072,2574
136x13,0,0,6528,2652
140x13,0,0,7000,2730
144x13,0,0,7488,2808
148x13,0,0,7992,2886
152x13,0,0,8512,2964
156x13,0,0,9048,3042
160x13,0,0,9600,3120
164x13,0,0,10168,3198
168x13,0,0,10752,3276
172x13,0,0,11352,3354
44x14,0,0,22,924
48x14,0,0,120,1008
52x14,0,0,234,1092
56x14,0,0,364,1176
60x14,0,0,510,1260
64x14,0,0,672,1344
68x14,0,0,850,1428
72x14,0,0,1044,1512
76x14,0,0,1254,1596
80x14,0,0,1480,1680
84x14,0,0,1722,1764
88x14,0,0,1980,1848
92x14,0,0,2254,1932
96x14,0,0,2544,2016
100x14,0,0,2850,2100
104x14,0,0,3172,2184
108x14,0,0,3510,2268
112x14,0,0,3864,2352
116x14,0,0,4234,2436
120x14,0,0,4620,2520
124x14,0,0,5022,2604
128x14,0,0,5440,2688
132x14,0,0,5874,2772
136x14,0,0,6324,2856
140x14,0,0,6790,2940
144x14,0,0,7272,3024
148x14,0,0,7770,3108
152x14,0,0,8284,3192
156x14,0,0,8814,3276
160x14,0,0,9360,3360
164x14,0,0,9922,3444
168x14,0,0,10500,3528
172x14,0,0,11094,3612
48x15,0,0,48,1080
52x15,0,0,156,1170
56x15,0,0,280,1260
60x15,0,0,420,1350
64x15,0,0,576,1440
68x15,0,0,748,1530
72x15,0,0,936,1620
76x15,0,0,1140,1710
80x15,0,0,1360,1800
84x15,0,0,1596,1890
88x15,0,0,1848,1980
92x15,0,0,2116,2070
96x15,0,0,2400,2160
100x15,0,0,2700,2250
104x15,0,0,3016,2340
108x15,0,0,3348,2430
112x15,0,0,3696,2520
116x15,0,0,4060,2610
120x15,0,0,4440,2700
124x15,0,0,4836,2790
128x15,0,0,5248,2880
132x15,0,0,5676,2970
136x15,0,0,6120,3060
140x15,0,0,6580,3150
144x15,0,0,7056,3240
148x15,0,0,7548,3330
152x15,0,0,8056,3420
156x15,0,0,8580,3510
160x15,0,0,9120,3600
164x15,0,0,9676,3690
168x15,0,0,10248,3780
172x15,0,0,10836,3870
