Configuration,0,1,2,3,4,5,6
16x2,32,32,0,0,0,0
20x2,40,40,0,0,0,0
24x2,48,48,0,0,0,0
28x2,56,56,0,0,0,0
32x2,64,64,0,0,0,0
36x2,72,72,0,0,0,0
40x2,80,80,0,0,0,0
44x2,88,88,0,0,0,0
48x2,96,96,0,0,0,0
52x2,104,104,0,0,0,0
56x2,112,112,0,0,0,0
60x2,122,116,2,0,0,0
64x2,128,128,0,0,0,0
68x2,136,136,0,0,0,0
72x2,145,142,1,0,0,0
76x2,152,152,0,0,0,0
80x2,160,160,0,0,0,0
84x2,168,168,0,0,0,0
88x2,176,176,0,0,0,0
92x2,184,184,0,0,0,0
96x2,192,192,0,0,0,0
100x2,201,198,1,0,0,0
104x2,208,208,0,0,0,0
108x2,223,202,7,0,0,0
112x2,224,224,0,0,0,0
116x2,232,232,0,0,0,0
120x2,240,240,0,0,0,0
124x2,249,246,1,0,0,0
128x2,256,256,0,0,0,0
132x2,264,264,0,0,0,0
136x2,272,272,0,0,0,0
140x2,281,278,1,0,0,0
144x2,290,284,2,0,0,0
148x2,298,292,2,0,0,0
152x2,304,304,0,0,0,0
156x2,315,306,3,0,0,0
160x2,352,256,32,0,0,0
164x2,328,328,0,0,0,0
168x2,337,334,1,0,0,0
172x2,345,342,1,0,0,0
16x3,16,48,0,0,0,0
20x3,20,60,0,0,0,0
24x3,25,70,1,0,0,0
28x3,29,82,1,0,0,0
32x3,33,94,1,0,0,0
36x3,36,108,0,0,0,0
40x3,41,118,1,0,0,0
44x3,45,130,1,0,0,0
48x3,48,144,0,0,0,0
52x3,52,156,0,0,0,0
56x3,56,168,0,0,0,0
60x3,60,180,0,0,0,0
64x3,64,192,0,0,0,0
68x3,68,204,0,0,0,0
72x3,73,214,1,0,0,0
76x3,77,226,1,0,0,0
80x3,80,240,0,0,0,0
84x3,85,250,1,0,0,0
88x3,89,262,1,0,0,0
92x3,92,276,0,0,0,0
96x3,96,288,0,0,0,0
100x3,104,292,4,0,0,0
104x3,104,312,0,0,0,0
108x3,118,304,10,0,0,0
112x3,112,336,0,0,0,0
116x3,117,346,1,0,0,0
120x3,121,358,1,0,0,0
124x3,125,370,1,0,0,0
128x3,128,384,0,0,0,0
132x3,132,396,0,0,0,0
136x3,136,408,0,0,0,0
140x3,140,420,0,0,0,0
144x3,145,430,1,0,0,0
148x3,150,440,2,0,0,0
152x3,152,456,0,0,0,0
156x3,162,456,6,0,0,0
160x3,192,416,32,0,0,0
164x3,165,490,1,0,0,0
168x3,168,504,0,0,0,0
172x3,172,516,0,0,0,0
16x4,0,64,0,0,0,0
20x4,0,80,0,0,0,0
24x4,0,96,0,0,0,0
28x4,2,108,2,0,0,0
32x4,2,124,2,0,0,0
36x4,0,144,0,0,0,0
40x4,0,160,0,0,0,0
44x4,4,168,4,0,0,0
48x4,2,188,2,0,0,0
52x4,3,202,3,0,0,0
56x4,2,220,2,0,0,0
60x4,4,232,4,0,0,0
64x4,12,232,12,0,0,0
68x4,0,272,0,0,0,0
72x4,0,288,0,0,0,0
76x4,2,300,2,0,0,0
80x4,4,312,4,0,0,0
84x4,2,332,2,0,0,0
88x4,2,348,2,0,0,0
92x4,0,368,0,0,0,0
96x4,0,384,0,0,0,0
100x4,7,386,7,0,0,0
104x4,0,416,0,0,0,0
108x4,12,408,12,0,0,0
112x4,2,444,2,0,0,0
116x4,2,460,2,0,0,0
120x4,4,472,4,0,0,0
124x4,5,486,5,0,0,0
128x4,0,512,0,0,0,0
132x4,2,524,2,0,0,0
136x4,2,540,2,0,0,0
140x4,2,556,2,0,0,0
144x4,2,572,2,0,0,0
148x4,3,586,3,0,0,0
152x4,2,604,2,0,0,0
156x4,14,596,14,0,0,0
160x4,32,576,32,0,0,0
164x4,2,652,2,0,0,0
168x4,2,668,2,0,0,0
172x4,4,680,4,0,0,0
16x5,0,48,16,0,0,0
20x5,0,60,20,0,0,0
24x5,0,72,24,0,0,0
28x5,0,84,28,0,0,0
32x5,0,96,32,0,0,0
36x5,0,108,36,0,0,0
40x5,0,120,40,0,0,0
44x5,0,132,44,0,0,0
48x5,0,144,48,0,0,0
52x5,0,156,52,0,0,0
56x5,0,168,56,0,0,0
60x5,0,180,60,0,0,0
64x5,0,192,64,0,0,0
68x5,0,204,68,0,0,0
72x5,0,216,72,0,0,0
76x5,0,228,76,0,0,0
80x5,0,240,80,0,0,0
84x5,0,252,84,0,0,0
88x5,0,264,88,0,0,0
92x5,0,276,92,0,0,0
96x5,0,288,96,0,0,0
100x5,0,300,100,0,0,0
104x5,0,312,104,0,0,0
108x5,0,324,108,0,0,0
112x5,0,336,112,0,0,0
116x5,0,348,116,0,0,0
120x5,0,360,120,0,0,0
124x5,0,372,124,0,0,0
128x5,0,384,128,0,0,0
132x5,0,396,132,0,0,0
136x5,0,408,136,0,0,0
140x5,0,420,140,0,0,0
144x5,0,432,144,0,0,0
148x5,0,444,148,0,0,0
152x5,0,456,152,0,0,0
156x5,0,468,156,0,0,0
160x5,0,480,160,0,0,0
164x5,0,492,164,0,0,0
168x5,0,504,168,0,0,0
172x5,0,516,172,0,0,0
16x6,0,32,32,0,0,0
20x6,0,40,40,0,0,0
24x6,0,48,48,0,0,0
28x6,0,56,56,0,0,0
32x6,0,64,64,0,0,0
36x6,0,72,72,0,0,0
40x6,0,80,80,0,0,0
44x6,0,88,88,0,0,0
48x6,0,96,96,0,0,0
52x6,0,104,104,0,0,0
56x6,0,112,112,0,0,0
60x6,0,120,120,0,0,0
64x6,0,128,128,0,0,0
68x6,0,136,136,0,0,0
72x6,0,144,144,0,0,0
76x6,0,152,152,0,0,0
80x6,0,160,160,0,0,0
84x6,0,168,168,0,0,0
88x6,0,176,176,0,0,0
92x6,0,184,184,0,0,0
96x6,0,192,192,0,0,0
100x6,0,200,200,0,0,0
104x6,0,208,208,0,0,0
108x6,0,216,216,0,0,0
112x6,0,224,224,0,0,0
116x6,0,232,232,0,0,0
120x6,0,240,240,0,0,0
124x6,0,248,248,0,0,0
128x6,0,256,256,0,0,0
132x6,0,264,264,0,0,0
136x6,0,272,272,0,0,0
140x6,0,280,280,0,0,0
144x6,0,288,288,0,0,0
148x6,0,296,296,0,0,0
152x6,0,304,304,0,0,0
156x6,0,312,312,0,0,0
160x6,0,320,320,0,0,0
164x6,0,328,328,0,0,0
168x6,0,336,336,0,0,0
172x6,0,344,344,0,0,0
16x7,0,16,48,0,0,0
20x7,0,20,60,0,0,0
24x7,0,24,72,0,0,0
28x7,0,28,84,0,0,0
32x7,0,32,96,0,0,0
36x7,0,36,108,0,0,0
40x7,0,40,120,0,0,0
44x7,0,44,132,0,0,0
48x7,0,48,144,0,0,0
52x7,0,52,156,0,0,0
56x7,0,56,168,0,0,0
60x7,0,60,180,0,0,0
64x7,0,64,192,0,0,0
68x7,0,68,204,0,0,0
72x7,0,72,216,0,0,0
76x7,0,76,228,0,0,0
80x7,0,80,240,0,0,0
84x7,0,84,252,0,0,0
88x7,0,88,264,0,0,0
92x7,0,92,276,0,0,0
96x7,0,96,288,0,0,0
100x7,0,100,300,0,0,0
104x7,0,104,312,0,0,0
108x7,0,108,324,0,0,0
112x7,0,112,336,0,0,0
116x7,0,116,348,0,0,0
120x7,0,120,360,0,0,0
124x7,0,124,372,0,0,0
128x7,0,128,384,0,0,0
132x7,0,132,396,0,0,0
136x7,0,136,408,0,0,0
140x7,0,140,420,0,0,0
144x7,0,144,432,0,0,0
148x7,0,148,444,0,0,0
152x7,0,152,456,0,0,0
156x7,0,156,468,0,0,0
160x7,0,160,480,0,0,0
164x7,0,164,492,0,0,0
168x7,0,174,492,6,0,0
172x7,0,172,516,0,0,0
16x8,0,0,64,0,0,0
20x8,0,0,80,0,0,0
24x8,0,0,96,0,0,0
28x8,0,0,112,0,0,0
32x8,0,0,128,0,0,0
36x8,0,0,144,0,0,0
40x8,0,0,160,0,0,0
44x8,0,0,176,0,0,0
48x8,0,0,192,0,0,0
52x8,0,0,208,0,0,0
56x8,0,0,224,0,0,0
60x8,0,0,240,0,0,0
64x8,0,0,256,0,0,0
68x8,0,0,272,0,0,0
72x8,0,0,288,0,0,0
76x8,0,0,304,0,0,0
80x8,0,0,320,0,0,0
84x8,0,0,336,0,0,0
88x8,0,0,352,0,0,0
92x8,0,0,368,0,0,0
96x8,0,0,384,0,0,0
100x8,0,0,400,0,0,0
104x8,0,0,416,0,0,0
108x8,0,0,432,0,0,0
112x8,0,0,448,0,0,0
116x8,0,0,464,0,0,0
120x8,0,0,480,0,0,0
124x8,0,0,496,0,0,0
128x8,0,0,512,0,0,0
132x8,0,0,528,0,0,0
136x8,0,0,544,0,0,0
140x8,0,0,560,0,0,0
144x8,0,0,576,0,0,0
148x8,0,0,592,0,0,0
152x8,0,0,608,0,0,0
156x8,0,0,624,0,0,0
160x8,0,0,640,0,0,0
164x8,0,0,656,0,0,0
168x8,0,0,672,0,0,0
172x8,0,0,688,0,0,0
16x9,0,0,48,16,0,0
20x9,0,0,60,20,0,0
24x9,0,0,72,24,0,0
28x9,0,0,84,28,0,0
32x9,0,0,96,32,0,0
36x9,0,0,108,36,0,0
40x9,0,0,120,40,0,0
44x9,0,0,132,44,0,0
48x9,0,0,144,48,0,0
52x9,0,0,156,52,0,0
56x9,0,0,168,56,0,0
60x9,0,0,180,60,0,0
64x9,0,0,192,64,0,0
68x9,0,0,204,68,0,0
72x9,0,0,216,72,0,0
76x9,0,0,228,76,0,0
80x9,0,0,240,80,0,0
84x9,0,0,252,84,0,0
88x9,0,0,264,88,0,0
92x9,0,0,276,92,0,0
96x9,0,0,288,96,0,0
100x9,0,0,300,100,0,0
104x9,0,0,312,104,0,0
108x9,0,0,324,108,0,0
112x9,0,0,336,112,0,0
116x9,0,0,348,116,0,0
120x9,0,0,360,120,0,0
124x9,0,0,372,124,0,0
128x9,0,0,384,128,0,0
132x9,0,0,396,132,0,0
136x9,0,0,408,136,0,0
140x9,0,0,420,140,0,0
144x9,0,0,432,144,0,0
148x9,0,0,444,148,0,0
152x9,0,0,456,152,0,0
156x9,0,0,468,156,0,0
160x9,0,0,480,160,0,0
164x9,0,0,492,164,0,0
168x9,0,0,504,168,0,0
172x9,0,6,504,178,0,0
16x10,0,0,32,32,0,0
20x10,0,0,40,40,0,0
24x10,0,0,48,48,0,0
28x10,0,0,56,56,0,0
32x10,0,0,64,64,0,0
36x10,0,0,72,72,0,0
40x10,0,0,80,80,0,0
44x10,0,0,88,88,0,0
48x10,0,0,96,96,0,0
52x10,0,0,104,104,0,0
56x10,0,0,112,112,0,0
60x10,0,0,120,120,0,0
64x10,0,0,128,128,0,0
68x10,0,0,136,136,0,0
72x10,0,0,144,144,0,0
76x10,0,0,152,152,0,0
80x10,0,0,160,160,0,0
84x10,0,0,168,168,0,0
88x10,0,0,176,176,0,0
92x10,0,0,184,184,0,0
96x10,0,0,192,192,0,0
100x10,0,0,200,200,0,0
104x10,0,0,208,208,0,0
108x10,0,0,216,216,0,0
112x10,0,0,224,224,0,0
116x10,0,0,232,232,0,0
120x10,0,0,240,240,0,0
124x10,0,0,248,248,0,0
128x10,0,0,256,256,0,0
132x10,0,0,264,264,0,0
136x10,0,0,272,272,0,0
140x10,0,0,280,280,0,0
144x10,0,0,288,288,0,0
148x10,0,0,296,296,0,0
152x10,0,0,304,304,0,0
156x10,0,0,312,312,0,0
160x10,0,0,320,320,0,0
164x10,0,0,328,328,0,0
168x10,0,0,336,336,0,0
172x10,0,0,345,342,1,0
36x11,0,0,36,108,0,0
40x11,0,0,40,120,0,0
44x11,0,0,44,132,0,0
48x11,0,0,48,144,0,0
52x11,0,0,52,156,0,0
56x11,0,0,56,168,0,0
60x11,0,0,60,180,0,0
64x11,0,0,64,192,0,0
68x11,0,0,68,204,0,0
72x11,0,0,72,216,0,0
76x11,0,0,76,228,0,0
80x11,0,0,80,240,0,0
84x11,0,0,84,252,0,0
88x11,0,0,88,264,0,0
92x11,0,0,92,276,0,0
96x11,0,0,96,288,0,0
100x11,0,0,100,300,0,0
104x11,0,0,104,312,0,0
108x11,0,0,108,324,0,0
112x11,0,0,112,336,0,0
116x11,0,0,116,348,0,0
120x11,0,0,120,360,0,0
124x11,0,0,124,372,0,0
128x11,0,0,128,384,0,0
132x11,0,0,132,396,0,0
136x11,0,0,136,408,0,0
140x11,0,0,140,420,0,0
144x11,0,0,144,432,0,0
148x11,0,0,148,444,0,0
152x11,0,0,152,456,0,0
156x11,0,0,156,468,0,0
160x11,0,0,160,480,0,0
164x11,0,0,164,492,0,0
168x11,0,0,168,504,0,0
172x11,0,1,175,507,5,0
40x12,0,0,0,160,0,0
44x12,0,0,0,176,0,0
48x12,0,0,0,192,0,0
52x12,0,0,0,208,0,0
56x12,0,0,0,224,0,0
60x12,0,0,0,240,0,0
64x12,0,0,0,256,0,0
68x12,0,0,0,272,0,0
72x12,0,0,0,288,0,0
76x12,0,0,0,304,0,0
80x12,0,0,0,320,0,0
84x12,0,0,0,336,0,0
88x12,0,0,0,352,0,0
92x12,0,0,0,368,0,0
96x12,0,0,0,384,0,0
100x12,0,0,0,400,0,0
104x12,0,0,0,416,0,0
108x12,0,0,0,432,0,0
112x12,0,0,0,448,0,0
116x12,0,0,0,464,0,0
120x12,0,0,0,480,0,0
124x12,0,0,0,496,0,0
128x12,0,0,0,512,0,0
132x12,0,0,0,528,0,0
136x12,0,0,0,544,0,0
140x12,0,0,0,560,0,0
144x12,0,0,0,576,0,0
148x12,0,0,0,592,0,0
152x12,0,0,0,608,0,0
156x12,0,0,0,624,0,0
160x12,0,0,0,640,0,0
164x12,0,0,0,656,0,0
168x12,0,0,0,672,0,0
172x12,0,0,0,688,0,0
40x13,0,0,0,120,40,0
44x13,0,0,0,132,44,0
48x13,0,0,0,144,48,0
52x13,0,0,0,156,52,0
56x13,0,0,0,168,56,0
60x13,0,0,0,180,60,0
64x13,0,0,0,192,64,0
68x13,0,0,0,204,68,0
72x13,0,0,0,216,72,0
76x13,0,0,0,228,76,0
80x13,0,0,0,240,80,0
84x13,0,0,0,252,84,0
88x13,0,0,0,264,88,0
92x13,0,0,0,276,92,0
96x13,0,0,0,288,96,0
100x13,0,0,0,300,100,0
104x13,0,0,0,312,104,0
108x13,0,0,0,324,108,0
112x13,0,0,0,336,112,0
116x13,0,0,0,348,116,0
120x13,0,0,0,360,120,0
124x13,0,0,0,372,124,0
128x13,0,0,0,384,128,0
132x13,0,0,0,396,132,0
136x13,0,0,0,408,136,0
140x13,0,0,0,420,140,0
144x13,0,0,0,432,144,0
148x13,0,0,0,444,148,0
152x13,0,0,0,456,152,0
156x13,0,0,0,468,156,0
160x13,0,0,0,480,160,0
164x13,0,0,0,492,164,0
168x13,0,0,7,490,175,0
172x13,0,0,9,498,181,0
44x14,0,0,0,88,88,0
48x14,0,0,0,96,96,0
52x14,0,0,0,104,104,0
56x14,0,0,0,112,112,0
60x14,0,0,0,120,120,0
64x14,0,0,0,128,128,0
68x14,0,0,0,136,136,0
72x14,0,0,0,144,144,0
76x14,0,0,0,152,152,0
80x14,0,0,0,160,160,0
84x14,0,0,0,168,168,0
88x14,0,0,0,176,176,0
92x14,0,0,0,184,184,0
96x14,0,0,0,192,192,0
100x14,0,0,0,200,200,0
104x14,0,0,0,208,208,0
108x14,0,0,0,216,216,0
112x14,0,0,0,224,224,0
116x14,0,0,0,232,232,0
120x14,0,0,0,240,240,0
124x14,0,0,0,248,248,0
128x14,0,0,0,256,256,0
132x14,0,0,0,264,264,0
136x14,0,0,0,272,272,0
140x14,0,0,0,280,280,0
144x14,0,0,0,288,288,0
148x14,0,0,0,296,296,0
152x14,0,0,0,304,304,0
156x14,0,0,0,312,312,0
160x14,0,0,0,320,320,0
164x14,0,0,0,328,328,0
168x14,0,0,0,336,336,0
172x14,0,0,6,339,336,7
48x15,0,0,0,48,144,0
52x15,0,0,0,52,156,0
56x15,0,0,0,56,168,0
60x15,0,0,0,60,180,0
64x15,0,0,0,64,192,0
68x15,0,0,0,68,204,0
72x15,0,0,0,72,216,0
76x15,0,0,0,76,228,0
80x15,0,0,0,80,240,0
84x15,0,0,0,84,252,0
88x15,0,0,0,88,264,0
92x15,0,0,0,92,276,0
96x15,0,0,0,96,288,0
100x15,0,0,0,100,300,0
104x15,0,0,0,104,312,0
108x15,0,0,0,108,324,0
112x15,0,0,0,112,336,0
116x15,0,0,0,116,348,0
120x15,0,0,0,120,360,0
124x15,0,0,0,124,372,0
128x15,0,0,0,128,384,0
132x15,0,0,0,132,396,0
136x15,0,0,0,136,408,0
140x15,0,0,0,140,420,0
144x15,0,0,0,144,432,0
148x15,0,0,0,148,444,0
152x15,0,0,0,152,456,0
156x15,0,0,0,156,468,0
160x15,0,0,0,160,480,0
164x15,0,0,0,164,492,0
168x15,0,0,0,177,486,9
172x15,0,0,4,173,502,9
